Geneid,Genesymbol,Genebiotype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000163131,CTSS,protein_coding,5,11,12,13,70,23,33,78
ENSG00000163132,MSX1,protein_coding,263,362,327,494,177,54,93,225
ENSG00000163138,PACRGL,protein_coding,812,919,828,815,201,75,102,303
ENSG00000163141,BNIPL,protein_coding,176,172,79,92,38,11,16,56
ENSG00000163145,C1QTNF7,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163154,TNFAIP8L2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163155,LYSMD1,protein_coding,401,434,403,561,209,93,98,302
ENSG00000163156,SCNM1,protein_coding,1106,1215,1020,1226,393,143,187,504
ENSG00000163157,TMOD4,protein_coding,53,77,70,105,10,5,5,12
ENSG00000163159,VPS72,protein_coding,2720,2917,3004,4184,746,247,435,1112
ENSG00000163161,ERCC3,protein_coding,2219,2827,2482,2963,1908,637,836,2213
ENSG00000163162,RNF149,protein_coding,853,1007,1099,1237,1594,530,417,1036
ENSG00000163166,IWS1,protein_coding,3650,4216,3714,4390,149,43,75,239
ENSG00000163170,BOLA3,protein_coding,659,741,1119,1325,706,259,422,957
ENSG00000163171,CDC42EP3,protein_coding,5536,6597,1490,1660,1314,348,761,2106
ENSG00000163191,S100A11,protein_coding,15562,17361,10563,13251,18922,6485,7030,22230
ENSG00000163202,LCE3D,protein_coding,0,0,4,0,0,0,0,1
ENSG00000163206,SMCP,protein_coding,0,0,0,0,0,0,1,0
ENSG00000163207,IVL,protein_coding,24,34,21,23,10,7,3,9
ENSG00000163209,SPRR3,protein_coding,0,0,0,5,0,0,0,2
ENSG00000163214,DHX57,protein_coding,824,955,1150,1269,119,43,88,229
ENSG00000163216,SPRR2D,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163217,BMP10,protein_coding,0,1,1,0,0,0,1,0
ENSG00000163218,PGLYRP4,protein_coding,1,0,1,0,1,0,0,0
ENSG00000163219,ARHGAP25,protein_coding,2,1,4,5,0,1,1,4
ENSG00000163220,S100A9,protein_coding,6,10,9,13,426,141,161,480
ENSG00000163221,S100A12,protein_coding,0,0,0,0,0,0,0,1
ENSG00000163235,TGFA,protein_coding,184,214,220,245,3341,1095,308,823
ENSG00000163239,TDRD10,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163249,CCNYL1,protein_coding,971,1139,530,747,917,288,322,835
ENSG00000163251,FZD5,protein_coding,934,1161,911,1193,56,8,27,64
ENSG00000163254,CRYGC,protein_coding,0,0,0,0,0,0,1,0
ENSG00000163257,DCAF16,protein_coding,4338,4871,4840,4853,1838,653,723,2088
ENSG00000163263,CFAP141,protein_coding,4,2,7,6,5,0,0,2
ENSG00000163273,NPPC,protein_coding,118,173,84,126,0,1,3,2
ENSG00000163281,GNPDA2,protein_coding,1457,1578,1877,2116,728,265,245,690
ENSG00000163283,ALPP,protein_coding,0,0,0,0,0,0,1,0
ENSG00000163285,GABRG1,protein_coding,1,4,3,2,6,0,2,5
ENSG00000163286,ALPG,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163288,GABRB1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163291,PAQR3,protein_coding,561,750,847,1002,317,111,222,527
ENSG00000163293,NIPAL1,protein_coding,251,323,410,408,992,334,339,925
ENSG00000163295,ALPI,protein_coding,1,0,0,0,0,0,0,0
ENSG00000163297,ANTXR2,protein_coding,205,259,231,254,1600,456,628,1925
ENSG00000163312,HELQ,protein_coding,601,683,748,777,183,58,67,207
ENSG00000163319,MRPS18C,protein_coding,777,906,1121,1393,195,50,81,269
ENSG00000163320,CGGBP1,protein_coding,5879,6322,4284,4813,3619,1203,1033,2753
ENSG00000163322,ABRAXAS1,protein_coding,496,523,569,604,214,68,75,266
ENSG00000163328,GPR155,protein_coding,927,1018,537,530,171,55,39,111
ENSG00000163331,DAPL1,protein_coding,5,8,3,5,0,0,0,0
ENSG00000163344,PMVK,protein_coding,642,794,1038,1620,179,63,111,237
ENSG00000163346,PBXIP1,protein_coding,959,951,669,903,231,97,104,287
ENSG00000163347,CLDN1,protein_coding,2,0,25,15,28,10,33,121
ENSG00000163348,PYGO2,protein_coding,1975,2291,1527,2151,567,184,259,745
ENSG00000163349,HIPK1,protein_coding,4873,5185,3557,4153,4176,1287,1307,3714
ENSG00000163352,LENEP,protein_coding,0,0,0,0,1,2,0,2
ENSG00000163354,DCST2,protein_coding,305,269,368,470,5,3,4,11
ENSG00000163357,DCST1,protein_coding,18,7,5,11,0,0,0,0
ENSG00000163359,COL6A3,protein_coding,7,3,4,3,2293,713,475,1453
ENSG00000163362,INAVA,protein_coding,98,126,50,58,128,52,118,394
ENSG00000163374,YY1AP1,protein_coding,3750,4135,3056,3704,1645,565,530,1480
ENSG00000163376,KBTBD8,protein_coding,178,228,237,258,108,28,44,110
ENSG00000163377,TAFA4,protein_coding,37,33,80,107,1,0,0,0
ENSG00000163378,EOGT,protein_coding,577,659,739,852,266,105,81,291
ENSG00000163380,LMOD3,protein_coding,0,0,2,0,0,0,0,0
ENSG00000163382,NAXE,protein_coding,2592,3180,2735,4510,1050,428,681,1794
ENSG00000163389,POGLUT1,protein_coding,726,872,708,805,624,186,258,667
ENSG00000163393,SLC22A15,protein_coding,186,165,133,182,131,49,83,179
ENSG00000163394,CCKAR,protein_coding,0,0,1,0,0,0,0,0
ENSG00000163395,IGFN1,protein_coding,21,22,10,7,1,2,2,6
ENSG00000163399,ATP1A1,protein_coding,40061,49247,18251,21419,22148,6889,7089,19825
ENSG00000163406,SLC15A2,protein_coding,628,883,316,290,16,9,16,25
ENSG00000163412,EIF4E3,protein_coding,328,387,331,465,152,52,60,148
ENSG00000163421,PROK2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163424,TEX55,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163428,LRRC58,protein_coding,14972,17144,10881,10367,1854,601,612,1865
ENSG00000163430,FSTL1,protein_coding,92,111,99,168,5377,1815,1986,5289
ENSG00000163431,LMOD1,protein_coding,0,1,0,2,3,0,2,1
ENSG00000163435,ELF3,protein_coding,826,918,600,985,149,52,12,52
ENSG00000163440,PDCL2,protein_coding,0,1,1,0,3,1,0,3
ENSG00000163444,TMEM183A,protein_coding,3363,3796,3140,3641,703,231,258,742
ENSG00000163449,TMEM169,protein_coding,33,30,5,29,27,13,12,31
ENSG00000163453,IGFBP7,protein_coding,0,0,0,0,0,0,0,2
ENSG00000163462,TRIM46,protein_coding,232,271,125,179,55,27,24,78
ENSG00000163463,KRTCAP2,protein_coding,421,438,259,320,66,20,27,88
ENSG00000163464,CXCR1,protein_coding,2,1,0,1,0,0,0,0
ENSG00000163466,ARPC2,protein_coding,7848,9011,6665,7862,6015,1967,1855,4921
ENSG00000163467,TSACC,protein_coding,112,126,326,492,33,22,29,62
ENSG00000163468,CCT3,protein_coding,13650,16839,19374,24996,1030,337,546,1563
ENSG00000163472,TMEM79,protein_coding,865,1129,507,758,74,42,48,138
ENSG00000163479,SSR2,protein_coding,4019,4642,4902,8141,3419,1205,1476,3749
ENSG00000163481,RNF25,protein_coding,689,844,558,882,417,159,223,610
ENSG00000163482,STK36,protein_coding,2606,3030,1989,2443,536,198,229,625
ENSG00000163485,ADORA1,protein_coding,24,27,66,91,84,24,52,165
ENSG00000163491,NEK10,protein_coding,36,55,66,57,48,5,17,51
ENSG00000163492,CCDC141,protein_coding,1215,1752,947,991,5,0,1,2
ENSG00000163497,FEV,protein_coding,83,71,21,41,5,0,2,2
ENSG00000163499,CRYBA2,protein_coding,4,4,2,0,35,12,20,37
ENSG00000163501,IHH,protein_coding,3,3,3,2,8,1,1,3
ENSG00000163507,CIP2A,protein_coding,992,1190,1298,1225,2701,842,964,2689
ENSG00000163508,EOMES,protein_coding,28,36,27,59,16,3,14,29
ENSG00000163510,CWC22,protein_coding,2923,3292,3479,4043,532,160,182,579
ENSG00000163512,AZI2,protein_coding,1354,1535,1795,1722,1430,523,459,1276
ENSG00000163513,TGFBR2,protein_coding,53,78,42,85,6958,2430,3249,9189
ENSG00000163515,RETNLB,protein_coding,0,0,2,0,0,0,0,0
ENSG00000163516,ANKZF1,protein_coding,10388,11972,2824,3589,2310,847,216,564
ENSG00000163517,HDAC11,protein_coding,524,560,633,910,217,67,69,151
ENSG00000163518,FCRL4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163519,TRAT1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163520,FBLN2,protein_coding,45,42,39,102,0,1,0,0
ENSG00000163521,GLB1L,protein_coding,254,338,457,537,29,16,17,66
ENSG00000163527,STT3B,protein_coding,8438,9749,10176,9818,4491,1442,1282,3636
ENSG00000163528,CHCHD4,protein_coding,1074,1353,1963,2265,424,139,270,725
ENSG00000163530,DPPA2,protein_coding,0,3,0,0,0,0,0,0
ENSG00000163531,NFASC,protein_coding,279,347,405,577,263,107,103,299
ENSG00000163534,FCRL1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163535,SGO2,protein_coding,1624,1849,1980,1619,3272,1174,932,2404
ENSG00000163536,SERPINI1,protein_coding,169,205,249,409,100,27,41,84
ENSG00000163539,CLASP2,protein_coding,1687,2067,2026,2246,1130,346,425,1122
ENSG00000163541,SUCLG1,protein_coding,2030,2309,2775,3616,981,344,406,1222
ENSG00000163545,NUAK2,protein_coding,222,187,215,266,91,24,46,113
ENSG00000163554,SPTA1,protein_coding,0,0,0,0,5,1,3,4
ENSG00000163558,PRKCI,protein_coding,4700,5201,5034,5364,2801,916,817,2348
ENSG00000163563,MNDA,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163564,PYHIN1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163565,IFI16,protein_coding,33,60,59,90,2061,656,955,2784
ENSG00000163568,AIM2,protein_coding,0,2,0,0,137,36,26,79
ENSG00000163576,EFHB,protein_coding,27,37,28,34,12,2,2,15
ENSG00000163577,EIF5A2,protein_coding,336,471,444,506,1155,344,466,1298
ENSG00000163581,SLC2A2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163584,RPL22L1,protein_coding,10181,12533,15681,21187,447,125,212,365
ENSG00000163586,FABP1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163590,PPM1L,protein_coding,333,336,232,281,278,88,134,370
ENSG00000163596,ICA1L,protein_coding,313,389,355,348,28,13,27,56
ENSG00000163599,CTLA4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163600,ICOS,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163602,RYBP,protein_coding,4898,5512,3695,4207,2827,859,645,1781
ENSG00000163605,PPP4R2,protein_coding,5136,6146,4501,4292,2031,627,472,1499
ENSG00000163606,CD200R1,protein_coding,1,4,6,4,6,0,1,4
ENSG00000163607,GTPBP8,protein_coding,708,886,1095,1220,1118,387,395,1001
ENSG00000163608,NEPRO,protein_coding,1434,1600,1410,1404,911,300,296,797
ENSG00000163611,SPICE1,protein_coding,137,155,78,83,142,40,50,131
ENSG00000163617,CCDC191,protein_coding,499,491,341,450,101,36,50,148
ENSG00000163618,CADPS,protein_coding,1,2,1,1,0,2,0,3
ENSG00000163623,NKX6-1,protein_coding,49,51,60,71,16,9,12,32
ENSG00000163624,CDS1,protein_coding,1573,1764,1501,2041,112,39,50,115
ENSG00000163625,WDFY3,protein_coding,2347,2794,2032,2254,2025,652,655,1788
ENSG00000163626,COX18,protein_coding,2768,3661,1984,2045,498,145,232,584
ENSG00000163629,PTPN13,protein_coding,1762,2257,1762,2104,272,73,103,358
ENSG00000163630,SYNPR,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163631,ALB,protein_coding,24,32,36,23,3,0,1,1
ENSG00000163632,C3orf49,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163633,C4orf36,protein_coding,3,1,1,3,4,0,0,2
ENSG00000163634,THOC7,protein_coding,3932,4246,5485,6548,612,236,271,711
ENSG00000163635,ATXN7,protein_coding,2029,2135,1859,2111,927,336,305,744
ENSG00000163636,PSMD6,protein_coding,3273,4111,3535,4121,739,228,326,847
ENSG00000163637,PRICKLE2,protein_coding,156,172,112,137,52,10,9,35
ENSG00000163638,ADAMTS9,protein_coding,8,10,19,9,54,20,36,121
ENSG00000163644,PPM1K,protein_coding,1107,1320,1450,1815,260,73,120,355
ENSG00000163645,ERICH6,protein_coding,1,2,3,2,2,1,7,6
ENSG00000163646,CLRN1,protein_coding,0,0,2,0,0,0,0,0
ENSG00000163655,GMPS,protein_coding,5113,5877,5247,5720,1892,621,765,2228
ENSG00000163659,TIPARP,protein_coding,690,892,310,332,2842,869,605,1540
ENSG00000163660,CCNL1,protein_coding,6678,7340,5712,6324,1553,457,487,1332
ENSG00000163661,PTX3,protein_coding,4,5,0,0,2770,650,565,1414
ENSG00000163666,HESX1,protein_coding,7,13,23,30,8,2,4,12
ENSG00000163673,DCLK3,protein_coding,3,0,1,2,0,0,0,0
ENSG00000163681,SLMAP,protein_coding,4027,4690,4187,4446,3310,1082,1033,2852
ENSG00000163682,RPL9,protein_coding,14351,16233,19794,32112,3129,1083,1248,3033
ENSG00000163683,SMIM14,protein_coding,2624,2955,3164,3377,290,125,108,319
ENSG00000163684,RPP14,protein_coding,458,600,379,458,200,56,61,191
ENSG00000163686,ABHD6,protein_coding,980,1140,868,1080,627,192,285,688
ENSG00000163687,DNASE1L3,protein_coding,32,44,21,8,4,1,1,3
ENSG00000163689,CFAP20DC,protein_coding,777,843,679,667,711,261,140,426
ENSG00000163694,RBM47,protein_coding,4352,5136,6354,7631,63,25,63,172
ENSG00000163697,APBB2,protein_coding,1235,1343,1155,1554,1252,403,425,1223
ENSG00000163701,IL17RE,protein_coding,37,60,34,42,13,3,2,13
ENSG00000163702,IL17RC,protein_coding,174,203,141,185,35,14,23,62
ENSG00000163703,CRELD1,protein_coding,659,662,616,868,46,11,26,92
ENSG00000163704,PRRT3,protein_coding,182,226,199,323,34,13,36,60
ENSG00000163705,FANCD2OS,protein_coding,42,27,29,36,0,0,0,0
ENSG00000163710,PCOLCE2,protein_coding,80,80,4,10,404,155,155,396
ENSG00000163714,U2SURP,protein_coding,7673,8815,9379,9851,2873,1018,1147,3110
ENSG00000163719,MTMR14,protein_coding,843,1012,873,1142,193,75,121,279
ENSG00000163728,TTC14,protein_coding,4539,4770,5401,6067,1350,527,591,1613
ENSG00000163734,CXCL3,protein_coding,0,0,0,0,50,31,44,126
ENSG00000163735,CXCL5,protein_coding,0,0,0,0,60,19,17,43
ENSG00000163736,PPBP,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163737,PF4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163738,MTHFD2L,protein_coding,482,496,1004,1168,618,197,281,730
ENSG00000163739,CXCL1,protein_coding,0,0,0,0,60,30,36,105
ENSG00000163743,RCHY1,protein_coding,856,939,1094,1208,84,35,49,114
ENSG00000163746,PLSCR2,protein_coding,0,0,0,0,3,1,4,9
ENSG00000163749,CCDC158,protein_coding,0,0,0,1,0,0,0,0
ENSG00000163751,CPA3,protein_coding,3,2,5,6,2,2,1,3
ENSG00000163754,GYG1,protein_coding,1111,1315,1522,1843,361,112,217,523
ENSG00000163755,HPS3,protein_coding,2481,2652,1901,2322,740,261,246,757
ENSG00000163762,TM4SF18,protein_coding,46,80,99,95,0,1,2,1
ENSG00000163781,TOPBP1,protein_coding,5105,5693,4639,4763,2738,850,821,2282
ENSG00000163785,RYK,protein_coding,3555,3994,3053,3295,1445,491,561,1559
ENSG00000163788,SNRK,protein_coding,1194,1314,1142,1198,3301,1076,499,1399
ENSG00000163792,TCF23,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163793,DNAJC5G,protein_coding,7,0,1,0,1,0,0,1
ENSG00000163794,UCN,protein_coding,34,30,48,51,4,0,4,6
ENSG00000163795,ZNF513,protein_coding,921,1124,733,1008,198,65,100,291
ENSG00000163798,SLC4A1AP,protein_coding,2123,2343,2372,2968,260,81,138,399
ENSG00000163803,PLB1,protein_coding,9,19,14,25,14,2,5,21
ENSG00000163806,SPDYA,protein_coding,65,74,27,45,54,13,7,19
ENSG00000163807,KIAA1143,protein_coding,1858,2124,1941,2085,716,260,305,839
ENSG00000163808,KIF15,protein_coding,1008,1197,1020,978,331,118,143,427
ENSG00000163810,TGM4,protein_coding,71,107,11,5,26,11,12,22
ENSG00000163811,WDR43,protein_coding,4013,4913,5518,5755,1783,583,930,2469
ENSG00000163812,ZDHHC3,protein_coding,5643,6293,4930,6070,4119,1288,1259,3843
ENSG00000163814,CDCP1,protein_coding,2712,3208,2665,3295,21377,7206,2747,7337
ENSG00000163815,CLEC3B,protein_coding,135,113,28,44,1,0,0,2
ENSG00000163817,SLC6A20,protein_coding,29,26,48,64,2,1,0,0
ENSG00000163818,LZTFL1,protein_coding,792,865,978,933,228,77,72,229
ENSG00000163820,FYCO1,protein_coding,5562,6247,4598,5674,744,245,456,1121
ENSG00000163823,CCR1,protein_coding,0,0,0,0,20,3,11,43
ENSG00000163825,RTP3,protein_coding,0,0,0,3,0,0,0,0
ENSG00000163827,LRRC2,protein_coding,2,4,2,6,10,1,6,8
ENSG00000163832,ELP6,protein_coding,905,1117,952,1579,308,108,181,517
ENSG00000163833,FBXO40,protein_coding,0,0,0,0,0,0,0,1
ENSG00000163840,DTX3L,protein_coding,2166,2495,3753,3959,1531,622,949,2611
ENSG00000163848,ZNF148,protein_coding,3689,4309,3593,3614,2403,737,718,2062
ENSG00000163864,NMNAT3,protein_coding,74,64,104,120,39,11,21,62
ENSG00000163866,SMIM12,protein_coding,1312,1466,1168,1568,644,212,295,672
ENSG00000163867,ZMYM6,protein_coding,777,913,959,974,210,64,71,185
ENSG00000163870,TPRA1,protein_coding,717,819,675,1124,100,32,77,161
ENSG00000163872,YEATS2,protein_coding,5327,5890,3166,3543,2707,862,533,1554
ENSG00000163873,GRIK3,protein_coding,3,6,3,4,1,1,2,8
ENSG00000163874,ZC3H12A,protein_coding,1536,1549,1131,1754,361,172,231,569
ENSG00000163875,MEAF6,protein_coding,4177,4660,5825,6296,1063,350,400,1201
ENSG00000163877,SNIP1,protein_coding,1334,1495,1420,1849,110,37,30,100
ENSG00000163879,DNALI1,protein_coding,255,257,413,534,0,0,1,2
ENSG00000163882,POLR2H,protein_coding,2280,2601,1890,2773,1784,662,472,1282
ENSG00000163884,KLF15,protein_coding,1071,1280,913,1190,0,0,4,3
ENSG00000163885,CFAP100,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163888,CAMK2N2,protein_coding,180,170,138,263,93,25,28,84
ENSG00000163898,LIPH,protein_coding,43,49,188,230,18,5,13,28
ENSG00000163900,TMEM41A,protein_coding,1625,1702,1431,1866,884,302,370,1047
ENSG00000163902,RPN1,protein_coding,11401,14169,12389,13642,3010,1029,996,2828
ENSG00000163904,SENP2,protein_coding,3997,4423,3654,4193,573,129,239,620
ENSG00000163909,HEYL,protein_coding,0,0,0,0,4,3,4,11
ENSG00000163913,IFT122,protein_coding,1387,1591,1253,1699,295,97,113,347
ENSG00000163914,RHO,protein_coding,0,0,1,0,0,0,0,0
ENSG00000163918,RFC4,protein_coding,4039,4825,5499,5414,1089,393,424,1157
ENSG00000163923,RPL39L,protein_coding,4,1,0,3,509,210,341,778
ENSG00000163930,BAP1,protein_coding,2139,2482,2033,2895,134,50,62,174
ENSG00000163931,TKT,protein_coding,10957,12741,12293,18507,2482,877,960,2520
ENSG00000163932,PRKCD,protein_coding,6363,7029,4144,5166,512,161,141,390
ENSG00000163933,RFT1,protein_coding,1432,1573,2005,2147,843,288,475,1132
ENSG00000163935,SFMBT1,protein_coding,1122,1292,1030,1161,302,104,104,310
ENSG00000163938,GNL3,protein_coding,14379,15989,14721,17067,3305,1047,1385,3858
ENSG00000163939,PBRM1,protein_coding,11826,13890,9435,10041,3688,1077,1025,2924
ENSG00000163945,UVSSA,protein_coding,1753,2087,1592,1792,128,52,41,115
ENSG00000163946,TASOR,protein_coding,2939,3254,2304,2423,2469,751,824,2293
ENSG00000163947,ARHGEF3,protein_coding,93,119,70,75,284,117,124,507
ENSG00000163950,SLBP,protein_coding,3698,4132,4398,4473,929,382,406,1089
ENSG00000163956,LRPAP1,protein_coding,2566,2903,3041,4698,147,50,65,184
ENSG00000163958,ZDHHC19,protein_coding,0,0,1,1,0,0,0,0
ENSG00000163959,SLC51A,protein_coding,47,47,19,56,13,5,7,16
ENSG00000163960,UBXN7,protein_coding,2973,3314,2805,3048,2245,678,738,2088
ENSG00000163961,RNF168,protein_coding,1438,1669,1592,1624,448,140,167,528
ENSG00000163964,PIGX,protein_coding,2042,2350,2376,2628,654,209,256,606
ENSG00000163975,MELTF,protein_coding,68,65,69,111,446,161,180,469
ENSG00000163982,OTOP1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000163993,S100P,protein_coding,143,200,406,768,10,4,3,5
ENSG00000163995,ABLIM2,protein_coding,24,18,31,29,17,2,8,21
ENSG00000164002,EXO5,protein_coding,466,582,694,793,10,4,8,18
ENSG00000164007,CLDN19,protein_coding,0,0,0,0,0,0,0,0
ENSG00000164008,C1orf50,protein_coding,235,245,236,297,64,24,42,99
ENSG00000164010,ERMAP,protein_coding,522,544,624,691,42,14,16,42
ENSG00000164011,ZNF691,protein_coding,691,786,675,828,152,50,100,296
ENSG00000164022,AIMP1,protein_coding,3695,4056,4698,5153,582,206,286,731
ENSG00000164023,SGMS2,protein_coding,718,819,1318,1464,1266,419,471,1282
ENSG00000164024,METAP1,protein_coding,3361,3970,3343,3792,869,324,310,838
ENSG00000164031,DNAJB14,protein_coding,3991,4394,2553,2638,593,182,209,591
ENSG00000164032,H2AZ1,protein_coding,16973,18714,8670,9881,1238,403,512,1205
ENSG00000164035,EMCN,protein_coding,32,34,73,84,0,0,0,0
ENSG00000164037,SLC9B1,protein_coding,12,11,17,16,1,0,1,0
ENSG00000164038,SLC9B2,protein_coding,997,1211,908,1148,253,81,113,356
ENSG00000164039,BDH2,protein_coding,872,873,287,308,63,23,28,70
ENSG00000164040,PGRMC2,protein_coding,4467,5097,4700,4758,1075,372,179,523
ENSG00000164045,CDC25A,protein_coding,878,1041,1018,1155,510,152,233,666
ENSG00000164047,CAMP,protein_coding,0,1,0,0,0,0,0,0
ENSG00000164048,ZNF589,protein_coding,2855,3088,1753,2179,587,262,342,814
ENSG00000164049,FBXW12,protein_coding,0,0,3,0,0,0,0,0
ENSG00000164050,PLXNB1,protein_coding,1633,1822,1133,1609,325,114,174,426
ENSG00000164051,CCDC51,protein_coding,754,937,969,1519,89,41,64,200
ENSG00000164053,ATRIP,protein_coding,582,776,639,812,223,90,147,418
ENSG00000164054,SHISA5,protein_coding,4947,4996,5332,8649,2224,917,1170,3381
ENSG00000164056,SPRY1,protein_coding,1583,1889,448,585,1643,523,613,1564
ENSG00000164061,BSN,protein_coding,183,219,191,282,3,0,2,10
ENSG00000164062,APEH,protein_coding,6955,8659,6608,8609,860,325,591,1543
ENSG00000164066,INTU,protein_coding,742,918,1376,1432,238,83,143,323
ENSG00000164068,RNF123,protein_coding,1360,1416,1047,1370,704,258,323,891
ENSG00000164070,HSPA4L,protein_coding,2707,2922,3761,3775,1986,607,1069,2952
ENSG00000164073,MFSD8,protein_coding,396,426,460,459,224,62,81,178
ENSG00000164074,ABHD18,protein_coding,635,652,756,886,348,107,109,314
ENSG00000164076,CAMKV,protein_coding,81,69,22,26,23,4,6,7
ENSG00000164077,MON1A,protein_coding,312,365,412,619,160,66,128,389
ENSG00000164078,MST1R,protein_coding,9,8,19,26,355,199,160,420
ENSG00000164080,RAD54L2,protein_coding,1301,1415,944,1279,176,67,103,273
ENSG00000164081,TEX264,protein_coding,2020,2604,2207,3469,424,161,172,508
ENSG00000164082,GRM2,protein_coding,27,27,13,21,1,0,0,4
ENSG00000164086,DUSP7,protein_coding,1172,1224,1027,1518,936,309,302,799
ENSG00000164087,POC1A,protein_coding,821,836,703,876,438,170,246,596
ENSG00000164088,PPM1M,protein_coding,356,404,492,897,105,51,48,132
ENSG00000164089,ETNPPL,protein_coding,19,38,113,174,7,7,12,40
ENSG00000164091,WDR82,protein_coding,5426,6317,5665,6898,743,221,299,836
ENSG00000164093,PITX2,protein_coding,0,5,2,3,1,2,1,2
ENSG00000164096,ARLN,protein_coding,32004,34756,10372,11687,2121,739,208,593
ENSG00000164099,PRSS12,protein_coding,11,12,12,6,107,33,31,90
ENSG00000164100,NDST3,protein_coding,0,0,0,0,4,0,4,6
ENSG00000164104,HMGB2,protein_coding,6720,7197,8157,8154,3246,1022,1246,3512
ENSG00000164105,SAP30,protein_coding,1775,2091,575,646,556,178,96,220
ENSG00000164106,SCRG1,protein_coding,7,5,3,19,0,0,0,0
ENSG00000164107,HAND2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000164109,MAD2L1,protein_coding,3542,4280,4207,3696,2492,806,755,2087
ENSG00000164111,ANXA5,protein_coding,23522,27687,23171,26883,41908,12526,9427,26462
ENSG00000164112,SMIM43,protein_coding,0,0,0,0,0,0,0,0
ENSG00000164113,ADAD1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000164114,MAP9,protein_coding,4026,4859,2853,2825,909,303,444,1084
ENSG00000164116,GUCY1A1,protein_coding,12858,16202,13232,13122,200,50,189,478
ENSG00000164117,FBXO8,protein_coding,438,540,497,598,295,92,92,280
ENSG00000164118,CEP44,protein_coding,871,1043,1157,1037,357,155,136,366
ENSG00000164120,HPGD,protein_coding,695,842,351,471,139,28,84,286
ENSG00000164122,ASB5,protein_coding,2,4,12,24,3,0,0,1
ENSG00000164123,SPMIP2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000164124,TMEM144,protein_coding,1453,1815,2354,2472,572,219,134,357
ENSG00000164125,GASK1B,protein_coding,4624,5274,7772,7636,3,1,13,36
ENSG00000164128,NPY1R,protein_coding,61,89,103,59,50,19,30,95
ENSG00000164129,NPY5R,protein_coding,0,0,0,0,0,0,0,0
ENSG00000164134,NAA15,protein_coding,4604,5393,6128,6167,2456,813,1086,3022
ENSG00000164136,IL15,protein_coding,8,17,37,46,175,60,66,142
ENSG00000164142,FHIP1A,protein_coding,2059,2253,1486,1849,1967,609,493,1346
ENSG00000164144,ARFIP1,protein_coding,1772,2249,1778,1957,441,159,168,384
ENSG00000164151,ICE1,protein_coding,2970,3768,2471,2338,3133,942,980,2681
ENSG00000164161,HHIP,protein_coding,1,0,0,0,281,87,40,104
ENSG00000164162,ANAPC10,protein_coding,150,169,229,265,169,69,76,194
ENSG00000164163,ABCE1,protein_coding,7123,8891,11166,11460,8197,2553,2968,8301
ENSG00000164164,OTUD4,protein_coding,2803,3287,2626,2727,2950,952,819,2634
ENSG00000164167,LSM6,protein_coding,713,937,930,1169,480,188,257,665
ENSG00000164168,TMEM184C,protein_coding,3074,3580,2543,2702,942,361,408,1125
ENSG00000164169,PRMT9,protein_coding,1138,1260,1206,1258,192,62,81,237
ENSG00000164171,ITGA2,protein_coding,277,290,761,846,26207,7725,4195,11105
ENSG00000164172,MOCS2,protein_coding,2446,3033,4304,5007,1286,404,526,1446
ENSG00000164175,SLC45A2,protein_coding,37,60,57,42,0,0,0,2
ENSG00000164176,EDIL3,protein_coding,0,0,0,0,49,11,25,38
ENSG00000164180,TMEM161B,protein_coding,2274,2564,2446,2806,1081,336,371,966
ENSG00000164181,ELOVL7,protein_coding,4795,6430,4464,4374,43,14,17,59
ENSG00000164182,NDUFAF2,protein_coding,2321,2853,4015,4159,386,122,173,536
ENSG00000164185,ZNF474,protein_coding,3,0,0,1,3,0,1,1
